job_id,posting_date,title,position_type,position_level,yoe,location,number_of_applicants,company_name,company_industry,company_size
717,2017-04-02,Data Scientist,Contract,Mid-Senior level,6,"Richardson, TX",,Toptal,Internet,"1,001-5,000"
719,2017-04-02,Data Engineer,Contract,Mid-Senior level,5,"San Jose, CA",72.0,BayOne Solutions,Information Technology & Services,201-500
721,2017-04-02,Data Engineer,Full-time,Mid-Senior level,4,"Seattle, WA",,Recruiting from Scratch,Staffing & Recruiting,11-50
722,2017-04-02,Data Scientist,Full-time,Associate,4,"Montgomery, AL",49.0,Mozilla,Computer Software,"501-1,000"
723,2017-04-03,Data Engineer,Full-time,Mid-Senior level,4,United States,1.0,Oportun,Financial Services,"1,001-5,000"
724,2017-04-03,Data Scientist,Contract,Mid-Senior level,4,"Concord, CA",2.0,Toptal,Internet,"1,001-5,000"
726,2017-04-03,Data Scientist,Internship,Internship,0,"San Francisco, CA",,Square,Internet,"1,001-5,000"
728,2017-04-03,Data Scientist,Full-time,Mid-Senior level,8,United States,1.0,Luxoft,Information Technology & Services,"10,001+"
729,2017-04-03,Data Scientist,Full-time,Associate,4,"Falls Church, VA",20.0,SpinSys,Computer Software,51-200
732,2017-04-04,Data Engineer,Full-time,Associate,4,"Chicago, IL",,HashiCorp,Computer Software,"1,001-5,000"
738,2017-04-04,Data Engineer,Full-time,Entry level,1,United States,4.0,Ribbon,Real Estate,51-200
744,2017-04-05,Data Analyst,Full-time,Mid-Senior level,8,United States,29.0,Glooko,Computer Software,51-200
746,2017-04-05,Data Scientist,Full-time,Associate,4,United States,77.0,Koddi,Internet,51-200
750,2017-04-05,Data Engineer,Full-time,Entry level,1,"New York, NY",,Jobs via eFinancialCareers,Staffing & Recruiting,201-500
752,2017-04-06,Data Engineer,Full-time,Associate,5,"Washington, DC",3.0,Degreed,Information Technology & Services,201-500
754,2017-04-06,Data Scientist,Full-time,Mid-Senior level,7,"New York, NY",6.0,Jobot,Staffing & Recruiting,201-500
755,2017-04-06,Data Engineer,Full-time,Associate,3,"Las Vegas, NV",4.0,Aristocrat,Gambling & Casinos,"1,001-5,000"
761,2017-04-07,Data Analyst,Full-time,Associate,3,United States,4.0,The Judge Group,Information Technology & Services,"1,001-5,000"
770,2017-04-08,Data Engineer,Full-time,Entry level,3,"Mississippi, United States",2.0,Blackbaud,Computer Software,"1,001-5,000"
771,2017-04-08,Data Analyst,Contract,Mid-Senior level,3,"Illinois, United States",,Upwork,Internet,"501-1,000"
773,2017-04-08,Data Engineer,Full-time,Mid-Senior level,5,"Los Angeles, CA",1.0,Motion Recruitment,Staffing & Recruiting,"501-1,000"
777,2017-04-08,Data Engineer,Full-time,Mid-Senior level,8,"Austin, TX",4.0,Jobot,Staffing & Recruiting,201-500
781,2017-04-09,Data Engineer,Full-time,Associate,3,United States,19.0,RP International,Staffing & Recruiting,51-200
782,2017-04-09,Data Engineer,Full-time,Entry level,2,"Ithaca, NY",7.0,Pluralsight,Information Technology & Services,"1,001-5,000"
786,2017-04-09,Data Analyst,Full-time,Entry level,2,"Colorado, United States",2.0,ClearanceJobs,Defense & Space,11-50
787,2017-04-10,Data Engineer,Full-time,Mid-Senior level,3,"Los Angeles, CA",1.0,Motion Recruitment,Staffing & Recruiting,"501-1,000"
788,2017-04-10,Data Engineer,Contract,Mid-Senior level,4,"Elizabeth, NJ",,Toptal,Internet,"1,001-5,000"
791,2017-04-10,Data Scientist,Full-time,Associate,4,Detroit Metropolitan Area,29.0,Medical Advantage,Hospital & Health Care,51-200
793,2017-04-10,Data Scientist,Contract,Mid-Senior level,6,"Tyler, TX",,Toptal,Internet,"1,001-5,000"
794,2017-04-10,Data Scientist,Full-time,Mid-Senior level,5,"Austin, Texas Metropolitan Area",11.0,Quest Groups LLC,Staffing & Recruiting,11-50
802,2017-04-11,Data Analyst,Contract,Mid-Senior level,6,"Richmond, VA",122.0,Mindlance,Staffing & Recruiting,"1,001-5,000"
803,2017-04-12,Data Scientist,Full-time,Mid-Senior level,8,"Seattle, WA",42.0,Mozilla,Computer Software,"501-1,000"
808,2017-04-12,Data Engineer,Full-time,Entry level,3,"Rockville, MD",5.0,Jobs via eFinancialCareers,Staffing & Recruiting,201-500
809,2017-04-12,Data Analyst,Full-time,Mid-Senior level,3,"Richmond, VA",12.0,Altria,Consumer Goods,"5,001-10,000"
810,2017-04-12,Data Engineer,Full-time,Mid-Senior level,4,"Bozeman, MT",,Recruiting from Scratch,Staffing & Recruiting,1-10
820,2017-04-13,Data Engineer,Contract,Mid-Senior level,4,"Eugene, OR",,Toptal,Internet,"1,001-5,000"
821,2017-04-14,Data Engineer,Full-time,Mid-Senior level,7,"Boston, MA",1.0,Matlen Silver,Information Technology & Services,"501-1,000"
823,2017-04-14,Data Scientist,Full-time,Associate,4,"San Mateo, CA",10.0,Tile,Consumer Services,51-200
830,2017-04-14,Data Engineer,Full-time,Mid-Senior level,6,Atlanta Metropolitan Area,5.0,Clarkston Consulting,Management Consulting,201-500
831,2017-04-15,Data Engineer,Full-time,Entry level,3,"Hillsboro, OR",1.0,The Mom Project,Internet,51-200
835,2017-04-15,Data Scientist,Full-time,Mid-Senior level,8,"Baltimore, MD",4.0,Mandiant,Computer & Network Security,"1,001-5,000"
838,2017-04-15,Data Engineer,Contract,Mid-Senior level,2,"Lincoln, NE",,Toptal,Internet,"1,001-5,000"
841,2017-04-16,Data Engineer,Full-time,Associate,3,"Solana Beach, CA",5.0,Zonda,Real Estate,"501-1,000"
845,2017-04-16,Data Engineer,Contract,Mid-Senior level,3,"Scottsdale, AZ",13.0,World Wide Technology,Information Technology & Services,"5,001-10,000"
849,2017-04-17,Data Analyst,Full-time,Mid-Senior level,4,United States,19.0,Advisor Group,Financial Services,"1,001-5,000"
851,2017-04-17,Data Engineer,Full-time,Associate,4,United States,20.0,BookNook,E-learning,51-200
853,2017-04-17,Data Engineer,Full-time,Mid-Senior level,6,"Washington, DC",3.0,Flexion Inc.,Information Technology & Services,51-200
860,2017-04-18,Data Scientist,Full-time,Mid-Senior level,5,San Francisco Bay Area,23.0,A1A Recruiting,Staffing & Recruiting,1-10
861,2017-04-18,Data Engineer,Contract,Mid-Senior level,4,United States,,Apex IT Services,Information Technology & Services,11-50
862,2017-04-18,Data Engineer,Contract,Mid-Senior level,7,"Riverside, CA",,Toptal,Internet,"1,001-5,000"
863,2017-04-19,Data Engineer,Contract,Mid-Senior level,4,"Lexington, KY",,Toptal,Internet,"1,001-5,000"
873,2017-04-20,Data Engineer,Full-time,Mid-Senior level,3,"San Antonio, Texas Metropolitan Area",2.0,phData,Information Technology & Services,51-200
876,2017-04-20,Data Engineer,Full-time,Entry level,1,"Santa Rosa, CA",,Jefferson Frank,Staffing & Recruiting,201-500
877,2017-04-21,Data Analyst,Full-time,Associate,4,New York City Metropolitan Area,23.0,ForceBrands,Staffing & Recruiting,51-200
882,2017-04-21,Data Engineer,Contract,Mid-Senior level,10,"North Las Vegas, NV",,Toptal,Internet,"1,001-5,000"
884,2017-04-22,Data Scientist,Full-time,Mid-Senior level,3,"San Francisco, CA",12.0,Plaid,Computer Software,"501-1,000"
886,2017-04-22,Data Analyst,Full-time,Associate,3,"La Grange, KY",23.0,The Rawlings Group,Insurance,"1,001-5,000"
887,2017-04-22,Data Engineer,Full-time,Mid-Senior level,9,"Norwalk, CT",20.0,Jobot,Staffing & Recruiting,201-500
889,2017-04-22,Data Scientist,Full-time,Entry level,3,"West Valley City, UT",1.0,Quadient,Information Technology & Services,"5,001-10,000"
891,2017-04-23,Data Engineer,Full-time,Mid-Senior level,5,"Minneapolis, MN",,Recruiting from Scratch,Staffing & Recruiting,1-10
893,2017-04-23,Data Engineer,Full-time,Mid-Senior level,6,Louisville Metropolitan Area,1.0,phData,Information Technology & Services,51-200
894,2017-04-23,Data Analyst,Full-time,Associate,3,"Cheyenne, WY",14.0,Perficient,Information Technology & Services,"1,001-5,000"
896,2017-04-23,Data Scientist,Full-time,Mid-Senior level,6,United States,3.0,"Anthem, Inc.",Hospital & Health Care,"10,001+"
898,2017-04-24,Data Scientist,Full-time,Entry level,1,"Chicago, IL",41.0,Centro,Marketing & Advertising,"501-1,000"
907,2017-04-25,Data Analyst,Full-time,Associate,7,"San Francisco, CA",6.0,Invitae,Biotechnology,"1,001-5,000"
909,2017-04-25,Data Analyst,Full-time,Entry level,1,"Draper, UT",7.0,Progressive Leasing,Financial Services,"1,001-5,000"
910,2017-04-26,Data Engineer,Full-time,Mid-Senior level,9,United States,4.0,Marpipe,,
913,2017-04-26,Data Engineer,Full-time,Mid-Senior level,5,United States,,Procore Technologies,Computer Software,"1,001-5,000"
914,2017-04-26,Data Scientist,Full-time,Associate,2,United States,4.0,Dice,Internet,"1,001-5,000"
918,2017-04-27,Data Engineer,Full-time,Mid-Senior level,3,"Fort Worth, TX",,Recruiting from Scratch,Staffing & Recruiting,1-10
920,2017-04-27,Data Engineer,Full-time,Mid-Senior level,6,"Naperville, IL",4.0,DeVry University,Higher Education,"1,001-5,000"
931,2017-04-29,Data Engineer,Full-time,Entry level,1,"Austin, TX",6.0,Robin Healthcare,Hospital & Health Care,201-500
937,2017-04-30,Data Scientist,Full-time,Associate,3,"Chicago, IL",6.0,ZipRecruiter,Internet,"1,001-5,000"
939,2017-04-30,Data Engineer,Full-time,Associate,5,"Eden Prairie, MN",5.0,Horizontal Talent,Staffing & Recruiting,201-500
941,2017-04-30,Data Analyst,Contract,Associate,2,United States,59.0,HackerU,Education Management,"501-1,000"
944,2017-05-01,Data Engineer,Full-time,Mid-Senior level,6,"New York, NY",11.0,Harnham,Staffing & Recruiting,51-200
952,2017-05-02,Data Engineer,Full-time,Mid-Senior level,2,"Boston, MA",1.0,Jobot,Staffing & Recruiting,201-500
953,2017-05-02,Data Analyst,Full-time,Mid-Senior level,8,"Clearwater, FL",18.0,Jobot,Staffing & Recruiting,201-500
955,2017-05-03,Data Engineer,Contract,Mid-Senior level,7,"Everett, WA",,Toptal,Internet,"1,001-5,000"
956,2017-05-03,Data Scientist,Full-time,Mid-Senior level,0,"Tampa, FL",23.0,Smith Hanley Associates,Staffing & Recruiting,11-50
959,2017-05-03,Data Scientist,Full-time,Mid-Senior level,4,United States,9.0,Legion Technologies,Computer Software,51-200
960,2017-05-03,Data Engineer,Full-time,Mid-Senior level,7,United States,,84.51˚,Management Consulting,"1,001-5,000"
968,2017-05-05,Data Engineer,Full-time,Mid-Senior level,7,"Austin, Texas Metropolitan Area",3.0,Quest Groups LLC,Staffing & Recruiting,11-50
972,2017-05-05,Data Scientist,Full-time,Mid-Senior level,4,United States,52.0,Density,Internet,51-200
978,2017-05-06,Data Analyst,Full-time,Mid-Senior level,6,Salt Lake City Metropolitan Area,7.0,Genesys,Computer Software,"1,001-5,000"
985,2017-05-07,Data Engineer,Full-time,Mid-Senior level,5,"Washington, NJ",3.0,NextPath Career Partners,Staffing & Recruiting,11-50
986,2017-05-08,Data Analyst,Full-time,Associate,5,"Tampa, FL",31.0,Perficient,Information Technology & Services,"1,001-5,000"
989,2017-05-08,Data Engineer,Full-time,Mid-Senior level,4,"San Francisco, CA",1.0,Jobot,Staffing & Recruiting,201-500
991,2017-05-09,Data Engineer,Contract,Entry level,2,"Miami Beach, FL",,Ledgent Technology,Staffing & Recruiting,"501-1,000"
996,2017-05-09,Data Analyst,Contract,Mid-Senior level,7,United States,91.0,Apex Systems,Information Technology & Services,"1,001-5,000"
998,2017-05-10,Data Analyst,Full-time,Entry level,2,"Bloomfield, CT",16.0,Conexess Group,Information Technology & Services,51-200
1000,2017-05-10,Data Engineer,Full-time,Mid-Senior level,8,New York City Metropolitan Area,9.0,1010data,Information Technology & Services,201-500
1004,2017-05-11,Data Scientist,Full-time,Associate,5,"Pittsburgh, PA",44.0,Eliassen Group,Information Technology & Services,"1,001-5,000"
1009,2017-05-11,Data Engineer,Full-time,Mid-Senior level,8,New York City Metropolitan Area,17.0,Henderson Harbor Group,Staffing & Recruiting,11-50
1013,2017-05-12,Data Analyst,Full-time,Entry level,1,"Tennessee, United States",16.0,Oscar Health,Insurance,"1,001-5,000"
1016,2017-05-12,Data Engineer,Full-time,Mid-Senior level,5,United States,13.0,Sogeti,Information Technology & Services,"10,001+"
1020,2017-05-13,Data Scientist,Contract,Mid-Senior level,7,"Fort Lauderdale, FL",,Toptal,Internet,"1,001-5,000"
1021,2017-05-13,Data Scientist,Full-time,Associate,4,"Fort Belvoir, VA",2.0,ClearanceJobs,Defense & Space,11-50
1026,2017-05-14,Data Scientist,Contract,Mid-Senior level,8,"San Bruno, CA",86.0,Sigmaways Inc,Information Technology & Services,51-200
1031,2017-05-15,Data Analyst,Full-time,Associate,3,"Chicago, IL",19.0,Neon One,Information Technology & Services,51-200
1033,2017-05-15,Data Engineer,Contract,Mid-Senior level,2,"Kenosha, WI",,Toptal,Internet,"1,001-5,000"
1036,2017-05-15,Data Scientist,Contract,Mid-Senior level,4,"Tacoma, WA",1.0,Toptal,Internet,"1,001-5,000"
1039,2017-05-16,Data Engineer,Full-time,Associate,4,"Austin, TX",7.0,Celsius,Financial Services,11-50
1040,2017-05-16,Data Analyst,Contract,Mid-Senior level,6,"Bay, AR",152.0,"FocusKPI, Inc.",Information Technology & Services,11-50
1044,2017-05-16,Data Scientist,Full-time,Entry level,2,"Mountain View, CA",11.0,Confluent,Computer Software,"1,001-5,000"
1045,2017-05-16,Data Analyst,Full-time,Mid-Senior level,3,United States,5.0,ConnectYourCare,Financial Services,201-500
1050,2017-05-17,Data Scientist,Full-time,Mid-Senior level,5,"Chapel Hill, NC",3.0,TIBCO,Computer Software,"1,001-5,000"
1051,2017-05-17,Data Engineer,Full-time,Mid-Senior level,7,"Boston, MA",2.0,RxSense,,
1052,2017-05-17,Data Engineer,Full-time,Mid-Senior level,3,"San Jose, CA",42.0,Bloom Energy,Renewables & Environment,"1,001-5,000"
1055,2017-05-18,Data Engineer,Contract,Mid-Senior level,5,"Iowa City, IA",,Toptal,Internet,"1,001-5,000"
1062,2017-05-18,Data Engineer,Full-time,Associate,5,"New York, NY",1.0,Kforce Inc,Information Technology & Services,"1,001-5,000"
1064,2017-05-19,Data Engineer,Full-time,Mid-Senior level,4,"Miami, FL",19.0,Jobot,Staffing & Recruiting,201-500
1077,2017-05-20,Data Scientist,Contract,Mid-Senior level,8,"St Petersburg, FL",1.0,Toptal,Internet,"1,001-5,000"
1081,2017-05-20,Data Engineer,Contract,Mid-Senior level,6,"Arkansas, United States",3.0,"Miracle Software Systems, Inc",Information Technology & Services,"1,001-5,000"
1082,2017-05-21,Data Engineer,Full-time,Associate,5,"Alamo, CA",7.0,LendUS,Financial Services,"501-1,000"
1083,2017-05-21,Data Analyst,Full-time,Entry level,0,"New York, NY",114.0,"YouNow, Inc.",Internet,11-50
1089,2017-05-22,Data Engineer,Contract,Mid-Senior level,6,"Salt Lake City, UT",,Toptal,Internet,"1,001-5,000"
1091,2017-05-22,Data Analyst,Full-time,Associate,4,"Seattle, WA",,DocuSign,Computer Software,"5,001-10,000"
1092,2017-05-22,Data Scientist,Contract,Mid-Senior level,5,United States,26.0,neteffects,Staffing & Recruiting,201-500
1098,2017-05-23,Data Engineer,Full-time,Associate,5,"Illinois, United States",,Cardinal Health,Hospital & Health Care,"10,001+"
1099,2017-05-23,Data Scientist,Contract,Mid-Senior level,6,"Columbia, SC",4.0,Toptal,Internet,"1,001-5,000"
1104,2017-05-23,Data Analyst,Full-time,Mid-Senior level,3,"New York, United States",2.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000"
1110,2017-05-24,Data Scientist,Contract,Mid-Senior level,3,"Clarksville, TN",1.0,Toptal,Internet,"1,001-5,000"
1111,2017-05-24,Data Engineer,Contract,Mid-Senior level,10,"San Antonio, TX",,Toptal,Internet,"1,001-5,000"
1112,2017-05-25,Data Engineer,Full-time,Mid-Senior level,1,"Jacksonville, FL",2.0,phData,Information Technology & Services,51-200
1115,2017-05-25,Data Engineer,Contract,Mid-Senior level,4,"Green Bay, WI",,Toptal,Internet,"1,001-5,000"
1121,2017-05-25,Data Engineer,Contract,Mid-Senior level,5,"Stockton, CA",,Toptal,Internet,"1,001-5,000"
1122,2017-05-26,Data Engineer,Contract,Entry level,2,United States,11.0,Dice,Internet,"1,001-5,000"
1131,2017-05-27,Data Engineer,Full-time,Associate,4,United States,18.0,Interfolio,Information Technology & Services,51-200
1133,2017-05-27,Data Engineer,Full-time,Mid-Senior level,9,"Boston, MA",1.0,Michael Page,Staffing & Recruiting,"5,001-10,000"
1137,2017-05-27,Data Scientist,Full-time,Mid-Senior level,7,"San Francisco, CA",115.0,Wish,Computer Software,"501-1,000"
1142,2017-05-28,Data Engineer,Full-time,Mid-Senior level,4,"Tysons Corner, VA",11.0,Eliassen Group,Information Technology & Services,"1,001-5,000"
1143,2017-05-28,Data Scientist,Contract,Entry level,2,United States,1.0,Dice,Internet,"1,001-5,000"
1144,2017-05-28,Data Analyst,Full-time,Mid-Senior level,6,Dallas-Fort Worth Metroplex,107.0,Neiman Marcus Group,Retail,"10,001+"
1146,2017-05-28,Data Engineer,Contract,Mid-Senior level,9,"Charleston, SC",,Toptal,Internet,"1,001-5,000"
1149,2017-05-29,Data Scientist,Full-time,Associate,3,United States,2.0,Zillow,Real Estate,"5,001-10,000"
1153,2017-05-29,Data Engineer,Full-time,Mid-Senior level,6,United States,7.0,"Casting Networks, LLC",Internet,51-200
1156,2017-05-29,Data Scientist,Contract,Mid-Senior level,7,"St Petersburg, FL",1.0,Toptal,Internet,"1,001-5,000"
1157,2017-05-30,Data Analyst,Full-time,Associate,5,"Bellevue, WA",99.0,Lionbridge,Translation & Localization,"5,001-10,000"
1161,2017-05-30,Data Engineer,Contract,Mid-Senior level,5,"Columbus, OH",,Toptal,Internet,"1,001-5,000"
1162,2017-05-30,Data Engineer,Full-time,Associate,4,United States,2.0,Cypress HCM,Staffing & Recruiting,51-200
1165,2017-05-30,Data Analyst,Contract,Mid-Senior level,4,"Minneapolis, MN",19.0,Apex Systems,Information Technology & Services,"1,001-5,000"
1171,2017-05-31,Data Scientist,Contract,Mid-Senior level,2,"Norwalk, CT",,Toptal,Internet,"1,001-5,000"
1172,2017-05-31,Data Scientist,Contract,Mid-Senior level,6,"Providence, RI",,Toptal,Internet,"1,001-5,000"
1177,2017-06-01,Data Engineer,Contract,Mid-Senior level,6,"El Cajon, CA",,Toptal,Internet,"1,001-5,000"
1180,2017-06-01,Data Architect,Contract,Mid-Senior level,6,"Pittsburgh, PA",33.0,Focuz Mindz Inc.,Information Technology & Services,11-50
1181,2017-06-01,Data Engineer,Full-time,Mid-Senior level,9,United States,,Sud Recruiting,Staffing & Recruiting,1-10
1184,2017-06-01,Data Engineer,Contract,Mid-Senior level,3,"Seattle, WA",142.0,BayOne Solutions,Information Technology & Services,201-500
1186,2017-06-02,Data Engineer,Full-time,Mid-Senior level,6,United States,8.0,When I Work,Internet,51-200
1187,2017-06-02,Data Analyst,Full-time,Mid-Senior level,8,"Seattle, WA",,Glowforge,Consumer Electronics,51-200
1190,2017-06-02,Data Scientist,Full-time,Entry level,1,"South Carolina, United States",5.0,WW,"Health, Wellness & Fitness","10,001+"
1191,2017-06-02,Data Analyst,Full-time,Mid-Senior level,7,"St Louis, MO",6.0,"Preferred Resources, Inc.",Staffing & Recruiting,11-50
1200,2017-06-03,Data Analyst,Full-time,Entry level,1,"Santa Ana, CA",119.0,Optum,Hospital & Health Care,"10,001+"
1206,2017-06-04,Data Analyst,Full-time,Mid-Senior level,6,New York City Metropolitan Area,25.0,"Insider, Inc.",Online Media,201-500
1221,2017-06-05,Data Scientist,Full-time,Mid-Senior level,6,"New York, NY",9.0,Harnham,Staffing & Recruiting,51-200
1222,2017-06-05,Data Engineer,Contract,Mid-Senior level,8,"Portland, Oregon Metropolitan Area",24.0,Photon,Information Technology & Services,"5,001-10,000"
1223,2017-06-05,Data Scientist,Full-time,Associate,3,United States,5.0,Komodo Health,Computer Software,201-500
1226,2017-06-05,Data Engineer,Full-time,Mid-Senior level,7,"Omaha, NE",,Recruiting from Scratch,Staffing & Recruiting,1-10
1227,2017-06-06,Data Scientist,Contract,Associate,2,United States,1.0,Dice,Internet,"1,001-5,000"
1230,2017-06-06,Data Scientist,Full-time,Mid-Senior level,7,United States,11.0,Shopify,Internet,"5,001-10,000"
